scale,instance_idx,pref_id,w1,w2,f1,f2,scheduled,seconds
s20_n600,0,0,1.0,0.0,0.2854134656476791,0.461670150612239,130,0.816115140914917
s20_n600,0,1,0.9795918367346939,0.02040816326530612,0.2899316419544662,0.5016285615315864,131,0.7156662940979004
s20_n600,0,2,0.9591836734693877,0.04081632653061224,0.29332795058715366,0.5184902825575021,135,0.7175307273864746
s20_n600,0,3,0.9387755102040817,0.061224489795918366,0.2901236613765192,0.5750571430709981,132,0.7976405620574951
s20_n600,0,4,0.9183673469387755,0.08163265306122448,0.28865859053138054,0.60861514137852,132,0.8263487815856934
s20_n600,0,5,0.8979591836734694,0.10204081632653061,0.2864058983181359,0.5760418435744268,132,0.8815059661865234
s20_n600,0,6,0.8775510204081632,0.12244897959183673,0.28601437046176154,0.6583606786029806,132,0.7935245037078857
s20_n600,0,7,0.8571428571428572,0.14285714285714285,0.2803889411787393,0.7141723368559529,131,0.8025932312011719
s20_n600,0,8,0.8367346938775511,0.16326530612244897,0.27442044093925394,0.7382905548051839,129,0.8233661651611328
s20_n600,0,9,0.8163265306122449,0.1836734693877551,0.27932365658880953,0.7436325967247355,130,0.7594780921936035
s20_n600,0,10,0.7959183673469388,0.20408163265306123,0.2757774572499889,0.7637382596887494,132,0.7979836463928223
s20_n600,0,11,0.7755102040816326,0.22448979591836735,0.2731672489953215,0.7899458329027438,130,0.6927304267883301
s20_n600,0,12,0.7551020408163265,0.24489795918367346,0.26995008236251317,0.7943941011523429,129,0.752371072769165
s20_n600,0,13,0.7346938775510203,0.2653061224489796,0.2643780878088863,0.8295129111053643,127,0.7369506359100342
s20_n600,0,14,0.7142857142857143,0.2857142857142857,0.26548718314427056,0.8192410572393185,128,0.7892887592315674
s20_n600,0,15,0.6938775510204082,0.30612244897959184,0.2625978896749069,0.8399818118416176,127,0.7122371196746826
s20_n600,0,16,0.6734693877551021,0.32653061224489793,0.25944164648902207,0.8530630695809628,127,0.7548706531524658
s20_n600,0,17,0.653061224489796,0.3469387755102041,0.24999410914940956,0.8732113099395452,125,0.6898820400238037
s20_n600,0,18,0.6326530612244898,0.3673469387755102,0.24462305952791635,0.888358494053259,124,0.6531033515930176
s20_n600,0,19,0.6122448979591837,0.3877551020408163,0.24576021952938892,0.9024922334263645,123,0.6409299373626709
s20_n600,0,20,0.5918367346938775,0.40816326530612246,0.23696876205809955,0.9141747348966712,121,0.530566930770874
s20_n600,0,21,0.5714285714285714,0.42857142857142855,0.22900140728461035,0.9193421123748226,119,0.5053155422210693
s20_n600,0,22,0.5510204081632653,0.4489795918367347,0.22183982089371362,0.940282415204092,117,0.4211404323577881
s20_n600,0,23,0.5306122448979591,0.46938775510204084,0.21354125345896025,0.9510237661771234,115,0.4227464199066162
s20_n600,0,24,0.5102040816326531,0.4897959183673469,0.2182908530312715,0.9484069030705665,118,0.5408079624176025
s20_n600,0,25,0.4897959183673469,0.5102040816326531,0.21108731706786998,0.9478881248483257,116,0.4894998073577881
s20_n600,0,26,0.4693877551020408,0.5306122448979592,0.20837421331357148,0.9571389183992199,115,0.46094584465026855
s20_n600,0,27,0.44897959183673475,0.5510204081632653,0.20877029782837778,0.9571389183992199,115,0.504070520401001
s20_n600,0,28,0.4285714285714286,0.5714285714285714,0.20744845518107424,0.9571389183992197,115,0.46315479278564453
s20_n600,0,29,0.40816326530612246,0.5918367346938775,0.21403312195828916,0.9541357401217824,118,0.4581155776977539
s20_n600,0,30,0.3877551020408163,0.6122448979591837,0.20444811969954751,0.9645314501778692,115,0.3873426914215088
s20_n600,0,31,0.36734693877551017,0.6326530612244898,0.20833324439625234,0.9611421079067802,115,0.4129908084869385
s20_n600,0,32,0.34693877551020413,0.6530612244897959,0.19542023700376007,0.9572606079653284,112,0.437502384185791
s20_n600,0,33,0.326530612244898,0.673469387755102,0.1885485966957092,0.9751187738347729,110,0.46245431900024414
s20_n600,0,34,0.30612244897959184,0.6938775510204082,0.1802272480832098,0.9772711140253738,108,0.4293084144592285
s20_n600,0,35,0.2857142857142857,0.7142857142857143,0.18356800804555393,0.9766624954707576,108,0.38050389289855957
s20_n600,0,36,0.26530612244897955,0.7346938775510204,0.18407394761631155,0.9646831270383154,108,0.4294300079345703
s20_n600,0,37,0.24489795918367352,0.7551020408163265,0.16962180261219764,0.9626665176573077,104,0.4055647850036621
s20_n600,0,38,0.22448979591836737,0.7755102040816326,0.18197378283118146,0.9627645511090274,107,0.39389920234680176
s20_n600,0,39,0.20408163265306123,0.7959183673469388,0.16428880232557824,0.9519749058421128,101,0.4049720764160156
s20_n600,0,40,0.18367346938775508,0.8163265306122449,0.1655526882848824,0.9755537799790179,102,0.360626220703125
s20_n600,0,41,0.16326530612244894,0.8367346938775511,0.16825925422348909,0.9642090349946703,104,0.37672996520996094
s20_n600,0,42,0.1428571428571429,0.8571428571428571,0.17208656734168573,0.9497060395524143,105,0.4918677806854248
s20_n600,0,43,0.12244897959183676,0.8775510204081632,0.17340621978028065,0.9357323781981157,104,0.3624744415283203
s20_n600,0,44,0.10204081632653061,0.8979591836734694,0.17340621978028065,0.9357323781981157,104,0.3374063968658447
s20_n600,0,45,0.08163265306122447,0.9183673469387755,0.16689922752635455,0.9397303390238211,102,0.3333473205566406
s20_n600,0,46,0.061224489795918324,0.9387755102040817,0.16678138836105907,0.939879011310573,103,0.37151336669921875
s20_n600,0,47,0.04081632653061229,0.9591836734693877,0.172129323829614,0.937050294330598,106,0.3484351634979248
s20_n600,0,48,0.020408163265306145,0.9795918367346939,0.16597044893513807,0.9439623279512621,104,0.3522658348083496
s20_n600,0,49,0.0,1.0,0.16597044893513807,0.9439623279512621,104,0.41698241233825684
