scale,instance_idx,pref_id,w1,w2,f1,f2,scheduled,seconds
s5_n150,0,0,1.0,0.0,0.3553194510317895,0.47707309575856666,43,0.23191356658935547
s5_n150,0,1,0.9795918367346939,0.02040816326530612,0.35889009996649546,0.4411207927775958,43,0.14455318450927734
s5_n150,0,2,0.9591836734693877,0.04081632653061224,0.35463763631193307,0.5186471297646741,43,0.1359565258026123
s5_n150,0,3,0.9387755102040817,0.061224489795918366,0.3496480666250557,0.6065220653880228,41,0.1621847152709961
s5_n150,0,4,0.9183673469387755,0.08163265306122448,0.35429327900089835,0.6912598389407795,42,0.15368938446044922
s5_n150,0,5,0.8979591836734694,0.10204081632653061,0.3541836494524671,0.6912598389407795,43,0.1936047077178955
s5_n150,0,6,0.8775510204081632,0.12244897959183673,0.3489052019826659,0.7275044181953052,43,0.15844440460205078
s5_n150,0,7,0.8571428571428572,0.14285714285714285,0.34035699608410114,0.7275044181953052,41,0.14177250862121582
s5_n150,0,8,0.8367346938775511,0.16326530612244897,0.3494128795472502,0.7275044181953052,42,0.12288594245910645
s5_n150,0,9,0.8163265306122449,0.1836734693877551,0.35207313364481163,0.7275044181953052,42,0.14632940292358398
s5_n150,0,10,0.7959183673469388,0.20408163265306123,0.3478383018692253,0.7560343588780066,43,0.1471083164215088
s5_n150,0,11,0.7755102040816326,0.22448979591836735,0.3426430910977939,0.7828765460874495,43,0.11455297470092773
s5_n150,0,12,0.7551020408163265,0.24489795918367346,0.32981403236017925,0.7882795164958217,41,0.10091853141784668
s5_n150,0,13,0.7346938775510203,0.2653061224489796,0.32981403236017925,0.7882795164958217,41,0.11602330207824707
s5_n150,0,14,0.7142857142857143,0.2857142857142857,0.30784458534351405,0.8517186093871696,39,0.13887619972229004
s5_n150,0,15,0.6938775510204082,0.30612244897959184,0.30784458534351405,0.8517186093871696,39,0.1202995777130127
s5_n150,0,16,0.6734693877551021,0.32653061224489793,0.3079352476070806,0.8522261049627604,39,0.10562968254089355
s5_n150,0,17,0.653061224489796,0.3469387755102041,0.31252512874657196,0.8888230106446655,39,0.14344549179077148
s5_n150,0,18,0.6326530612244898,0.3673469387755102,0.30634819275605324,0.9108367589246933,39,0.15635085105895996
s5_n150,0,19,0.6122448979591837,0.3877551020408163,0.298364482760601,0.9108367589246935,39,0.09783411026000977
s5_n150,0,20,0.5918367346938775,0.40816326530612246,0.3036189527403537,0.9108367589246935,39,0.09933805465698242
s5_n150,0,21,0.5714285714285714,0.42857142857142855,0.2887963197886042,0.9108367589246935,37,0.11409163475036621
s5_n150,0,22,0.5510204081632653,0.4489795918367347,0.27094425973221437,0.8899277255252448,35,0.10315203666687012
s5_n150,0,23,0.5306122448979591,0.46938775510204084,0.28006392711848616,0.8899277255252448,37,0.1008903980255127
s5_n150,0,24,0.5102040816326531,0.4897959183673469,0.27894481650965247,0.8899277255252448,36,0.10117673873901367
s5_n150,0,25,0.4897959183673469,0.5102040816326531,0.2789448165096525,0.8899277255252448,36,0.1044156551361084
s5_n150,0,26,0.4693877551020408,0.5306122448979592,0.2789448165096525,0.8899277255252448,36,0.08922743797302246
s5_n150,0,27,0.44897959183673475,0.5510204081632653,0.2723801644446204,0.8899277255252448,35,0.08803558349609375
s5_n150,0,28,0.4285714285714286,0.5714285714285714,0.2665026207561666,0.8966365364217254,35,0.09447741508483887
s5_n150,0,29,0.40816326530612246,0.5918367346938775,0.2517521438520084,0.9029791690096896,34,0.08765077590942383
s5_n150,0,30,0.3877551020408163,0.6122448979591837,0.25182891431833554,0.9074327050341524,34,0.08574128150939941
s5_n150,0,31,0.36734693877551017,0.6326530612244898,0.25103330608789376,0.9029791690096896,34,0.0879659652709961
s5_n150,0,32,0.34693877551020413,0.6530612244897959,0.21991813962749263,0.9265188448944309,32,0.07988405227661133
s5_n150,0,33,0.326530612244898,0.673469387755102,0.221943903372538,0.9265188448944309,32,0.137345552444458
s5_n150,0,34,0.30612244897959184,0.6938775510204082,0.20650036081818926,0.9373150135068581,31,0.13424110412597656
s5_n150,0,35,0.2857142857142857,0.7142857142857143,0.20650036081818926,0.9373150135068581,31,0.12140750885009766
s5_n150,0,36,0.26530612244897955,0.7346938775510204,0.20650036081818923,0.9373150135068579,31,0.10575246810913086
s5_n150,0,37,0.24489795918367352,0.7551020408163265,0.20650036081818923,0.9373150135068579,31,0.0951693058013916
s5_n150,0,38,0.22448979591836737,0.7755102040816326,0.20650036081818923,0.9373150135068579,31,0.09873318672180176
s5_n150,0,39,0.20408163265306123,0.7959183673469388,0.20650036081818923,0.9373150135068579,31,0.10152220726013184
s5_n150,0,40,0.18367346938775508,0.8163265306122449,0.20650036081818923,0.9373150135068579,31,0.09273123741149902
s5_n150,0,41,0.16326530612244894,0.8367346938775511,0.20650036081818923,0.9373150135068579,31,0.09085702896118164
s5_n150,0,42,0.1428571428571429,0.8571428571428571,0.20650036081818923,0.9373150135068579,31,0.09946274757385254
s5_n150,0,43,0.12244897959183676,0.8775510204081632,0.20650036081818923,0.9373150135068579,31,0.09494519233703613
s5_n150,0,44,0.10204081632653061,0.8979591836734694,0.20650036081818923,0.9373150135068579,31,0.09886670112609863
s5_n150,0,45,0.08163265306122447,0.9183673469387755,0.20650036081818923,0.9373150135068579,31,0.10286378860473633
s5_n150,0,46,0.061224489795918324,0.9387755102040817,0.20650036081818923,0.9373150135068579,31,0.10212182998657227
s5_n150,0,47,0.04081632653061229,0.9591836734693877,0.2220888880730649,0.9309723809188938,33,0.11373686790466309
s5_n150,0,48,0.020408163265306145,0.9795918367346939,0.2220888880730649,0.9309723809188938,33,0.14085054397583008
s5_n150,0,49,0.0,1.0,0.2115467119736556,0.9330744013460276,32,0.12659096717834473
