scale_group,scale,instance_idx,variant,policy_ablation,satellites,tasks,num_prefs,hv,igd,igd_norm,hv_gap_to_full_percent,seconds,seconds_per_pref,avg_scheduled,points,nd_points,reference_hv
Small,s3_n100,5,w/o preference conditioning,final_pair_no_preference,3,100,50,0.2329867023345891,0.10777794168303302,0.5220998389393318,31.182632413850296,0.6942763328552246,0.013885526657104493,23.0,50,1,0.33855799852111806
Small,s3_n100,6,Full,final_pair_self_cross,3,100,50,0.31810814210751837,0.0025678387805413,0.010695908855611148,0.0,0.6938614845275879,0.013877229690551758,22.46,50,8,0.31892813739887227
Small,s3_n100,6,w/o exact-oracle teacher,final_pair_self_cross,3,100,50,0.27879184521652245,0.03710477008160002,0.15552921313925758,12.359412315107383,0.7856059074401855,0.01571211814880371,21.1,50,6,0.31892813739887227
Small,s3_n100,6,w/o trajectory-level labels,final_pair_self_cross,3,100,50,0.23384247827629215,0.12114870466211425,0.39054194940775955,26.48962810978444,0.8235800266265869,0.016471600532531737,23.32,50,4,0.31892813739887227
Small,s3_n100,6,w/o preference conditioning,final_pair_no_preference,3,100,50,0.21262272613357563,0.15644084260883323,0.577704908052799,33.160237671090286,0.7856893539428711,0.01571378707885742,22.0,50,1,0.31892813739887227
Small,s3_n100,7,Full,final_pair_self_cross,3,100,50,0.29301837888541127,0.0,0.0,0.0,0.9095573425292969,0.018191146850585937,22.62,50,11,0.29301837888541127
Small,s3_n100,7,w/o exact-oracle teacher,final_pair_self_cross,3,100,50,0.1654967417036869,0.1614317226273384,0.7817264048283845,43.52001320422069,0.7262041568756104,0.014524083137512207,16.82,50,3,0.29301837888541127
Small,s3_n100,7,w/o trajectory-level labels,final_pair_self_cross,3,100,50,0.17901685249224153,0.1794822576629316,0.7231686315324027,38.90593034703518,0.7424581050872803,0.014849162101745606,18.52,50,2,0.29301837888541127
Small,s3_n100,7,w/o preference conditioning,final_pair_no_preference,3,100,50,0.2190660693798467,0.11734473540363104,0.5699250338731644,25.238112976689624,0.8141539096832275,0.01628307819366455,23.0,50,1,0.29301837888541127
Small,s3_n100,8,Full,final_pair_self_cross,3,100,50,0.3100305616101231,0.010937571083944437,0.04147692950370026,0.0,0.9408249855041504,0.018816499710083007,23.54,50,7,0.3228505376298464
Small,s3_n100,8,w/o exact-oracle teacher,final_pair_self_cross,3,100,50,0.2596488783484276,0.07076642983368718,0.35552185621322424,16.25055381638558,0.8327901363372803,0.016655802726745605,20.98,50,4,0.3228505376298464
