scale,instance_idx,pref_id,w1,w2,satellite_id,task_id,start,end,duration,priority,is_emergency,original_scheduled
s8_n400,9,4,0.0,1.0,1,166,132.0,183.0,51.0,7.45615577079997,False,True
s8_n400,9,4,0.0,1.0,5,235,330.0,372.0,42.0,8.733156516788577,False,True
s8_n400,9,4,0.0,1.0,5,84,373.3967161178589,406.3967161178589,33.0,2.300292392952773,False,True
s8_n400,9,4,0.0,1.0,6,46,73.0,118.0,45.0,7.206099624076302,False,True
s8_n400,9,4,0.0,1.0,6,49,249.0,265.0,16.0,1.8785918722133936,False,True
s8_n400,9,4,0.0,1.0,2,178,267.1866897583008,316.1866897583008,49.0,6.417029896171362,False,True
s8_n400,9,4,0.0,1.0,3,207,292.8496753692627,310.8496753692627,18.0,6.102634737950009,False,True
s8_n400,9,4,0.0,1.0,0,255,161.0,195.0,34.0,5.229878542798582,False,True
s8_n400,9,4,0.0,1.0,4,60,338.0,353.0,15.0,1.4445812616133877,False,True
s8_n400,9,4,0.0,1.0,1,274,189.14740371704102,240.14740371704102,51.0,9.226802889777801,False,True
s8_n400,9,4,0.0,1.0,5,251,408.9861753463745,459.9861753463745,51.0,3.992791752555502,False,True
s8_n400,9,4,0.0,1.0,6,133,350.0,383.0,33.0,1.0778029082278127,False,True
s8_n400,9,4,0.0,1.0,5,79,465.28729648590087,517.2872964859009,52.00000000000006,7.696915507067875,False,True
s8_n400,9,4,0.0,1.0,1,80,259.0,284.0,25.0,7.9700800430536685,False,True
s8_n400,9,4,0.0,1.0,7,159,22.0,44.0,22.0,6.308681465319681,False,True
s8_n400,9,4,0.0,1.0,6,50,387.33281491906564,431.33281491906564,44.0,3.0268150659673863,False,True
s8_n400,9,4,0.0,1.0,7,177,356.0,386.0,30.0,1.0213706680124655,False,True
s8_n400,9,4,0.0,1.0,7,104,396.22737312316895,452.22737312316895,56.0,4.833307445141376,False,True
s8_n400,9,4,0.0,1.0,0,228,218.0,263.0,45.0,2.457898777487911,False,True
s8_n400,9,4,0.0,1.0,6,148,443.7214709696773,500.7214709696773,57.0,7.8271309787453855,False,True
s8_n400,9,4,0.0,1.0,7,62,462.5091583251953,478.5091583251953,16.0,4.459982938933999,False,True
s8_n400,9,4,0.0,1.0,4,273,363.2974086761475,401.2974086761475,38.0,1.6362124486958673,False,True
s8_n400,9,4,0.0,1.0,4,229,412.0979747772217,448.0979747772217,36.0,8.968169956163319,False,True
s8_n400,9,4,0.0,1.0,3,6,321.0,355.0,34.0,2.5810841539548743,False,True
s8_n400,9,4,0.0,1.0,4,224,452.0688638687134,484.0688638687134,32.0,3.2769396315346824,False,True
s8_n400,9,4,0.0,1.0,3,227,364.1053894042969,410.1053894042969,46.0,2.507541491419536,False,True
s8_n400,9,4,0.0,1.0,0,66,295.0,331.0,36.0,4.204260783859674,False,True
s8_n400,9,4,0.0,1.0,6,92,517.0,548.0,31.0,7.00130500118533,False,True
s8_n400,9,4,0.0,1.0,2,236,327.11916084289555,356.11916084289555,29.0,9.239392466265194,False,True
s8_n400,9,4,0.0,1.0,0,247,386.0,401.0,15.0,9.767674064402062,False,True
s8_n400,9,4,0.0,1.0,2,218,360.2603890895844,395.2603890895844,35.0,7.888731496572947,False,True
s8_n400,9,4,0.0,1.0,4,99,485.40162525177004,523.40162525177,38.0,9.63971181018958,False,True
s8_n400,9,4,0.0,1.0,4,265,525.5032336711884,558.5032336711884,33.0,3.333392031644234,False,True
s8_n400,9,4,0.0,1.0,3,152,411.21153450012207,451.21153450012207,40.0,4.641040552662293,False,True
s8_n400,9,4,0.0,1.0,5,128,522.4634917259217,563.4634917259217,41.0,8.518343845438459,False,True
s8_n400,9,4,0.0,1.0,1,111,293.0544677734375,315.0544677734375,22.0,7.05280171392589,False,True
s8_n400,9,4,0.0,1.0,3,108,453.98058395385743,469.98058395385743,16.0,9.342698634643044,False,True
s8_n400,9,4,0.0,1.0,0,151,490.0,510.0,20.0,3.8888162812325224,False,True
s8_n400,9,4,0.0,1.0,4,208,762.0,802.0,40.0,9.055130491557708,False,True
s8_n400,9,4,0.0,1.0,1,9,821.0,841.0,20.0,6.838369365579364,False,True
s8_n400,9,4,0.0,1.0,1,254,2425.0,2465.0,40.0,2.685484860850811,False,True
s8_n400,9,4,0.0,1.0,0,171,645.0,660.0,15.0,9.925731469678077,False,False
s8_n400,9,4,0.0,1.0,7,110,1150.0,1165.0,15.0,9.620954205335174,False,False
s8_n400,9,4,0.0,1.0,7,16,2733.0,2774.0,41.0,3.5186624445405505,False,True
s8_n400,9,4,0.0,1.0,7,272,2779.0886078000067,2839.0886078000067,60.0,6.711019072442262,False,True
s8_n400,9,4,0.0,1.0,3,14,1884.0,1899.0,15.0,8.935366993671323,False,False
s8_n400,9,4,0.0,1.0,2,206,1341.0,1357.0,16.0,9.142073676938024,False,False
s8_n400,9,4,0.0,1.0,1,234,3293.0,3308.0,15.0,9.609480543280911,False,False
s8_n400,9,4,0.0,1.0,2,149,1490.0,1507.0,17.0,8.587721086498338,False,False
s8_n400,9,4,0.0,1.0,0,326,2451.0,2466.0,15.0,8.693522248568346,True,False
s8_n400,9,4,0.0,1.0,0,32,2820.0,2836.0,16.0,7.879202051515812,False,False
s8_n400,9,4,0.0,1.0,0,387,3039.0,3057.0,18.0,9.851278208066189,True,False
s8_n400,9,4,0.0,1.0,0,2,3059.028605782986,3082.028605782986,23.0,9.923632132114937,False,False
