scale,instance_idx,seed,method,satellites,tasks,hv,igd,igd_norm,coverage,seconds,points,nd_points,avg_scheduled,reference_hv
s10_n200,8,20260701,SPEA2,10,200,0.2520364688210613,0.16190717370687083,0.36127524653040227,0.0,91.1532416343689,23,23,,0.32852069747031215
s10_n200,9,20260701,IBEA,10,200,0.21130872631751252,0.1454850207678347,0.2721953300521058,0.0,104.54013204574585,25,25,,0.2954631450680755
s10_n200,9,20260701,MOEA/D,10,200,0.24030569332494003,0.11049252531548194,0.2067260893101351,0.0,85.4061005115509,19,19,,0.2954631450680755
s10_n200,9,20260701,MONP,10,200,0.2954631450680755,0.02289142805527135,0.0428287378451969,0.2777777777777778,17.425580978393555,50,8,66.28,0.2954631450680755
s10_n200,9,20260701,NSGA-II,10,200,0.21651225115200132,0.14917151893341185,0.27909258710042456,0.0,90.36219716072083,31,31,,0.2954631450680755
s10_n200,9,20260701,KDPCS,10,200,0.2809874652558782,0.0065543309837329845,0.01226283143083814,0.7222222222222222,0.5052037239074707,50,14,69.88,0.2954631450680755
s10_n200,9,20260701,SPEA2,10,200,0.21467005171187917,0.16174788826142378,0.3026223565710437,0.0,97.20956635475159,35,35,,0.2954631450680755
s10_n300,0,20260701,IBEA,10,300,0.16507938677114792,0.15409366497277427,0.524653409285701,0.0,124.02289056777954,15,15,,0.2137189412407902
s10_n300,0,20260701,MOEA/D,10,300,0.15569976089821613,0.16394467006701804,0.5581938108881872,0.0,30.857630252838135,5,5,,0.2137189412407902
s10_n300,0,20260701,MONP,10,300,0.2137189412407902,0.03147536295414575,0.1071663555105598,0.13333333333333333,31.068800687789917,50,14,73.1,0.2137189412407902
s10_n300,0,20260701,NSGA-II,10,300,0.15895793925498566,0.15471132901693846,0.5267564129790793,0.0,32.31083011627197,8,8,,0.2137189412407902
s10_n300,0,20260701,KDPCS,10,300,0.2447438585336458,0.004471922208087522,0.015225864301093064,0.8666666666666667,0.7949774265289307,50,13,78.14,0.2137189412407902
s10_n300,0,20260701,SPEA2,10,300,0.16217873857444642,0.1504178112629161,0.5121379747202806,0.0,36.50199317932129,15,15,,0.2137189412407902
s10_n300,1,20260701,IBEA,10,300,0.16243658281164575,0.15709744617878182,0.43305703421262,0.0,59.51365923881531,14,14,,0.21459971175279588
s10_n300,1,20260701,MOEA/D,10,300,0.16365322007057168,0.15015569368638887,0.4139213014574698,0.0,114.32801961898804,16,16,,0.21459971175279588
s10_n300,1,20260701,MONP,10,300,0.21459971175279588,0.02450596463272413,0.06755348748501955,0.1111111111111111,28.49854850769043,50,10,67.34,0.21459971175279588
s10_n300,1,20260701,NSGA-II,10,300,0.16347542581786378,0.150808295930603,0.4157202740014171,0.0,105.13120937347412,30,30,,0.21459971175279588
s10_n300,1,20260701,KDPCS,10,300,0.22484435514137155,0.0010664435990973796,0.0029397734553530896,0.8888888888888888,0.7190468311309814,50,16,72.2,0.21459971175279588
s10_n300,1,20260701,SPEA2,10,300,0.16709585177765846,0.14419890811535005,0.39750074239950206,0.0,100.77279019355774,23,23,,0.21459971175279588
s10_n300,2,20260701,IBEA,10,300,0.18953692286134957,0.11037313266507875,0.34563073134535993,0.0,86.26987051963806,23,23,,0.2188923486432139
s10_n300,2,20260701,MOEA/D,10,300,0.18265625012170653,0.11703559946123146,0.3664940811091653,0.0,11.748553276062012,6,6,,0.2188923486432139
s10_n300,2,20260701,MONP,10,300,0.22391155638645974,0.025565907006085853,0.08005900460245498,0.0,20.539942741394043,50,11,69.52,0.2188923486432139
s10_n300,2,20260701,NSGA-II,10,300,0.18578814317253328,0.10889917410750007,0.3410150666276196,0.0,79.34450769424438,21,21,,0.2188923486432139
s10_n300,2,20260701,KDPCS,10,300,0.2188923486432139,0.0,0.0,1.0,0.7461552619934082,50,13,72.54,0.2188923486432139
s10_n300,2,20260701,SPEA2,10,300,0.1861141828500448,0.1156629720133115,0.36219573225166846,0.0,57.552634477615356,24,24,,0.2188923486432139
s10_n300,3,20260701,IBEA,10,300,0.1395375476456786,0.1496679019261722,0.2711339456465849,0.0,92.55683875083923,24,24,,0.19549988714327074
s10_n300,3,20260701,MOEA/D,10,300,0.15374973199095585,0.1510137124294273,0.2735719761604366,0.0,52.083924293518066,15,15,,0.19549988714327074
s10_n300,3,20260701,MONP,10,300,0.19549988714327074,0.0465701738620426,0.08436514994973046,0.09090909090909091,21.72987651824951,50,12,67.74,0.19549988714327074
s10_n300,3,20260701,NSGA-II,10,300,0.15048693291903692,0.14289121348213396,0.25885749723912316,0.0,75.98044228553772,29,29,,0.19549988714327074
s10_n300,3,20260701,KDPCS,10,300,0.19699109155983008,0.0003523710678475904,0.0006383450073640057,0.9090909090909091,0.7375502586364746,50,20,74.0,0.19549988714327074
s10_n300,3,20260701,SPEA2,10,300,0.1492536529663013,0.13662004703179995,0.24749683752783594,0.0,60.25184178352356,17,17,,0.19549988714327074
s10_n300,4,20260701,IBEA,10,300,0.17947072318658636,0.12343984981932851,0.313768308322553,0.0,97.47820115089417,26,26,,0.20993615003021607
s10_n300,4,20260701,MOEA/D,10,300,0.17581916538829548,0.13684756453305158,0.3478490040650843,0.0,81.51192688941956,23,23,,0.20993615003021607
s10_n300,4,20260701,MONP,10,300,0.2020874236527532,0.022335137989420224,0.05677306375006487,0.0625,21.117459297180176,50,11,71.52,0.20993615003021607
s10_n300,4,20260701,NSGA-II,10,300,0.17264657491410046,0.14171727251061625,0.3602271788310265,0.0,79.98846101760864,33,33,,0.20993615003021607
s10_n300,4,20260701,KDPCS,10,300,0.20993615003021607,0.0004000113507970092,0.0010167776859182802,0.9375,0.7277481555938721,50,16,76.92,0.20993615003021607
s10_n300,4,20260701,SPEA2,10,300,0.17468671802802507,0.132388107648678,0.3365136351004004,0.0,92.92190361022949,24,24,,0.20993615003021607
s10_n300,5,20260701,IBEA,10,300,0.138324153471224,0.18393131470065413,0.4479022618674145,0.0,55.99526000022888,26,26,,0.19827509986943714
s10_n300,5,20260701,MOEA/D,10,300,0.1227669722366512,0.19712162542278736,0.4800227847745259,0.0,74.4146056175232,23,23,,0.19827509986943714
s10_n300,5,20260701,MONP,10,300,0.19827509986943714,0.02092557778600388,0.05095713928042906,0.19047619047619047,18.826904296875,50,11,70.02,0.19827509986943714
s10_n300,5,20260701,NSGA-II,10,300,0.13319205828846856,0.1945882969840684,0.473853723570337,0.0,76.70212841033936,29,29,,0.19827509986943714
s10_n300,5,20260701,KDPCS,10,300,0.2048946554815012,0.0016207209718458679,0.003946715600479186,0.8095238095238095,0.7525324821472168,50,20,76.18,0.19827509986943714
s10_n300,5,20260701,SPEA2,10,300,0.13029160462343511,0.20387012658266737,0.4964564678515185,0.0,93.59883308410645,27,27,,0.19827509986943714
s10_n300,6,20260701,IBEA,10,300,0.16989300565852133,0.11537764023528754,0.20665351407451144,0.0,93.6015555858612,27,27,,0.21178393940488988
s10_n300,6,20260701,MOEA/D,10,300,0.16876143917788927,0.1282889908973218,0.22977910392291262,0.0,74.44711208343506,25,25,,0.21178393940488988
s10_n300,6,20260701,MONP,10,300,0.20903484672579428,0.02394994637047478,0.042896878192876915,0.05,20.031291484832764,50,13,70.46,0.21178393940488988
