num_prefs,scale,instance_idx,seed,front_type,point_idx,f1,f2
100,s3_n100,0,20260701,all,68,0.29149770395687175,0.9043049840414027
100,s3_n100,0,20260701,all,69,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,70,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,71,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,72,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,73,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,74,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,75,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,76,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,77,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,78,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,79,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,80,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,81,0.2755834062820288,0.9479628787624519
100,s3_n100,0,20260701,all,82,0.2755834062820288,0.9479628787624519
100,s3_n100,0,20260701,all,83,0.2755834062820288,0.9479628787624519
100,s3_n100,0,20260701,all,84,0.2755834062820288,0.9479628787624519
100,s3_n100,0,20260701,all,85,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,86,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,87,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,88,0.29149770395687175,0.9043049840414025
100,s3_n100,0,20260701,all,89,0.28686253726098915,0.8773949803852711
100,s3_n100,0,20260701,all,90,0.28686253726098915,0.8773949803852711
100,s3_n100,0,20260701,all,91,0.28686253726098915,0.8773949803852711
100,s3_n100,0,20260701,all,92,0.29084574391442397,0.8773949803852711
100,s3_n100,0,20260701,all,93,0.29084574391442397,0.8773949803852711
100,s3_n100,0,20260701,all,94,0.29084574391442397,0.8773949803852711
100,s3_n100,0,20260701,all,95,0.29084574391442397,0.8773949803852711
100,s3_n100,0,20260701,all,96,0.2890392289999465,0.7795431326397908
100,s3_n100,0,20260701,all,97,0.2890392289999465,0.7795431326397908
100,s3_n100,0,20260701,all,98,0.2890392289999465,0.7795431326397908
100,s3_n100,0,20260701,all,99,0.25082709711968604,0.7081626506529234
100,s3_n100,0,20260701,nd,0,0.2755834062820288,0.9479628787624519
100,s3_n100,0,20260701,nd,1,0.30137462672500415,0.9043049840414027
100,s3_n100,0,20260701,nd,2,0.3109136374618391,0.8872033867994895
100,s3_n100,0,20260701,nd,3,0.3173715520337335,0.8542420636698618
100,s3_n100,0,20260701,nd,4,0.3271437143949846,0.8372712678552182
100,s3_n100,0,20260701,nd,5,0.33376844862329635,0.8132159602897522
100,s3_n100,0,20260701,nd,6,0.3392020540973991,0.7938956641484112
100,s3_n100,0,20260701,nd,7,0.34115575983327073,0.7491510907305889
150,s3_n100,0,20260701,all,0,0.3406098534066261,0.6548914512365673
150,s3_n100,0,20260701,all,1,0.3406098534066261,0.6548914512365673
150,s3_n100,0,20260701,all,2,0.3406098534066261,0.6548914512365673
