num_prefs,scale,scale_group,instance_idx,seed,satellites,tasks,hv,normalized_hv,igd_to_k200,nd_points,seconds,seconds_per_pref,avg_scheduled
20,s5_n150,small,1,20260702,5,150,0.35235947514124794,97.27896246941174,0.013232694378582393,8,0.1046440601348877,0.005232203006744385,39.75
50,s5_n150,small,1,20260702,5,150,0.3616303617477177,99.83845722937929,0.0033691999190946296,13,0.2070014476776123,0.004140028953552246,39.86
100,s5_n150,small,1,20260702,5,150,0.3638740413529839,100.45788948397265,0.0020741398220421037,16,1.0331859588623047,0.010331859588623047,39.89
150,s5_n150,small,1,20260702,5,150,0.3615843472366148,99.82575360079989,0.0023390048485866055,16,1.5340659618377686,0.01022710641225179,39.906666666666666
200,s5_n150,small,1,20260702,5,150,0.36221549469346304,99.99999999999999,0.0,14,2.011284112930298,0.010056420564651489,39.905
20,s5_n150,small,2,20260703,5,150,0.34776170482318236,99.28213805927784,0.011467971623657309,11,0.10500001907348633,0.005250000953674316,40.15
50,s5_n150,small,2,20260703,5,150,0.3493013800769656,99.72169839324356,0.004160717929828491,11,0.2070000171661377,0.0041400003433227535,40.14
100,s5_n150,small,2,20260703,5,150,0.3500980916702683,99.94915078176896,0.001379965570026402,13,0.9655661582946777,0.009655661582946777,40.15
150,s5_n150,small,2,20260703,5,150,0.3506031566202856,100.09334126450777,3.837837816398586e-05,15,1.6040825843811035,0.010693883895874024,40.14666666666667
200,s5_n150,small,2,20260703,5,150,0.3502762043818458,100.00000000000001,0.0,14,1.9391489028930664,0.009695744514465332,40.125
20,s5_n150,small,3,20260704,5,150,0.3010277490571708,98.27593424583205,0.01977984163119258,10,0.09372115135192871,0.0046860575675964355,35.1
50,s5_n150,small,3,20260704,5,150,0.3057278658749889,99.81037209344687,0.0050071405153172405,14,0.1835954189300537,0.0036719083786010743,35.24
100,s5_n150,small,3,20260704,5,150,0.30567982841715385,99.7946893995347,0.0019182886199461948,19,0.9484364986419678,0.009484364986419677,35.23
150,s5_n150,small,3,20260704,5,150,0.30599895516635767,99.89887407858528,0.0015576175148146198,17,1.4189703464508057,0.009459802309672038,35.17333333333333
200,s5_n150,small,3,20260704,5,150,0.3063087126744232,100.0,0.0,18,1.941361904144287,0.009706809520721435,35.21
20,s5_n150,small,4,20260705,5,150,0.33179361767374616,96.44129189348592,0.02222457950305162,6,0.10303902626037598,0.0051519513130187985,37.7
50,s5_n150,small,4,20260705,5,150,0.34229620173559855,99.49404131719831,0.013874805015698682,8,0.20011448860168457,0.004002289772033691,37.58
100,s5_n150,small,4,20260705,5,150,0.3432619043211401,99.77473871453671,0.006263908813084997,12,0.9590785503387451,0.00959078550338745,37.51
150,s5_n150,small,4,20260705,5,150,0.34330527038381603,99.78734377649698,0.0014547025346540686,15,1.612135648727417,0.010747570991516114,37.53333333333333
200,s5_n150,small,4,20260705,5,150,0.3440368862335377,100.0,0.0,12,1.9711604118347168,0.009855802059173585,37.525
20,s5_n150,small,5,20260706,5,150,0.32142362597984103,96.9841618330097,0.030061909799346698,8,0.10056018829345703,0.0050280094146728516,38.5
50,s5_n150,small,5,20260706,5,150,0.3286231834192546,99.1565069482811,0.009307148750518926,11,0.19956040382385254,0.003991208076477051,38.62
