num_prefs,scale,scale_group,instance_idx,seed,satellites,tasks,hv,nd_points,seconds,seconds_per_pref,avg_scheduled
100,s10_n400,medium,0,20260701,10,400,0.24973017679764775,19,1.6645989418029785,0.016645989418029784,69.12
150,s10_n400,medium,0,20260701,10,400,0.2534361594703575,23,2.520477056503296,0.01680318037668864,69.14
200,s10_n400,medium,0,20260701,10,400,0.2535230230941446,23,3.3530311584472656,0.01676515579223633,69.115
20,s10_n400,medium,1,20260702,10,400,0.2582636565425377,11,0.37047290802001953,0.018523645401000977,72.6
50,s10_n400,medium,1,20260702,10,400,0.2605850814280146,21,0.8775672912597656,0.01755134582519531,72.68
100,s10_n400,medium,1,20260702,10,400,0.2627196614070473,32,1.7247369289398193,0.017247369289398195,72.8
150,s10_n400,medium,1,20260702,10,400,0.26321906281014795,34,2.743884801864624,0.01829256534576416,72.78
200,s10_n400,medium,1,20260702,10,400,0.2634032549538536,36,3.473665952682495,0.017368329763412474,72.8
20,s10_n400,medium,2,20260703,10,400,0.2723903537421645,13,0.3580021858215332,0.01790010929107666,75.95
50,s10_n400,medium,2,20260703,10,400,0.27390919990869894,21,0.8883330821990967,0.017766661643981933,75.94
100,s10_n400,medium,2,20260703,10,400,0.27436505627639984,29,1.7733800411224365,0.017733800411224365,76.01
150,s10_n400,medium,2,20260703,10,400,0.27655382314153365,30,2.771491527557373,0.01847661018371582,75.96
200,s10_n400,medium,2,20260703,10,400,0.27501437495287184,29,3.837297201156616,0.01918648600578308,75.97
20,s10_n400,medium,3,20260704,10,400,0.2710525098536214,11,0.3570060729980469,0.017850303649902345,73.9
50,s10_n400,medium,3,20260704,10,400,0.2739651099619006,19,0.9284548759460449,0.0185690975189209,74.24
100,s10_n400,medium,3,20260704,10,400,0.2740964490156629,23,1.7826697826385498,0.017826697826385497,74.13
150,s10_n400,medium,3,20260704,10,400,0.2744130055356049,27,2.8283767700195312,0.018855845133463542,74.10666666666667
200,s10_n400,medium,3,20260704,10,400,0.2744330890898648,29,3.663926124572754,0.01831963062286377,74.13
20,s10_n400,medium,4,20260705,10,400,0.25841421006466253,14,0.39929866790771484,0.019964933395385742,78.0
50,s10_n400,medium,4,20260705,10,400,0.2617634887603041,20,0.9430506229400635,0.01886101245880127,77.74
100,s10_n400,medium,4,20260705,10,400,0.26199537935456807,22,1.9097075462341309,0.01909707546234131,77.85
150,s10_n400,medium,4,20260705,10,400,0.26263500388535943,27,2.807260751724243,0.01871507167816162,77.82666666666667
200,s10_n400,medium,4,20260705,10,400,0.2627005322391263,25,4.027887344360352,0.020139436721801757,77.81
20,s10_n400,medium,5,20260706,10,400,0.2629730824711026,14,0.34800052642822266,0.017400026321411133,74.2
50,s10_n400,medium,5,20260706,10,400,0.2641965442028286,19,0.9000582695007324,0.01800116539001465,74.24
100,s10_n400,medium,5,20260706,10,400,0.2647408494102626,23,1.7143447399139404,0.017143447399139405,74.2
150,s10_n400,medium,5,20260706,10,400,0.2649791417350277,30,2.755488395690918,0.01836992263793945,74.18666666666667
200,s10_n400,medium,5,20260706,10,400,0.2655167787782575,28,3.5331335067749023,0.01766566753387451,74.16
20,s10_n400,medium,6,20260707,10,400,0.270369960602957,12,0.3716006278991699,0.018580031394958497,77.25
50,s10_n400,medium,6,20260707,10,400,0.27498346926763917,18,0.9006743431091309,0.018013486862182616,77.2
100,s10_n400,medium,6,20260707,10,400,0.2760172878702377,23,1.817934513092041,0.01817934513092041,77.22
150,s10_n400,medium,6,20260707,10,400,0.2768801673122305,27,2.825920581817627,0.018839470545450845,77.18666666666667
200,s10_n400,medium,6,20260707,10,400,0.27638841025994065,27,3.826024293899536,0.01913012146949768,77.13
20,s10_n400,medium,7,20260708,10,400,0.26513876052960406,12,0.38759803771972656,0.019379901885986327,75.25
50,s10_n400,medium,7,20260708,10,400,0.26976666677143524,20,0.9212558269500732,0.018425116539001463,75.78
100,s10_n400,medium,7,20260708,10,400,0.2706359992698858,24,1.8172111511230469,0.01817211151123047,75.7
150,s10_n400,medium,7,20260708,10,400,0.2718484510649074,28,2.652158498764038,0.01768105665842692,75.7
200,s10_n400,medium,7,20260708,10,400,0.2727403337910993,26,3.634774923324585,0.018173874616622926,75.72
20,s10_n400,medium,8,20260709,10,400,0.27260760632537057,12,0.38142943382263184,0.019071471691131592,81.4
50,s10_n400,medium,8,20260709,10,400,0.2757197119348356,20,0.9751286506652832,0.019502573013305664,81.36
100,s10_n400,medium,8,20260709,10,400,0.2784950026595764,27,1.9709343910217285,0.019709343910217284,81.51
150,s10_n400,medium,8,20260709,10,400,0.2788224539160432,30,3.0312016010284424,0.020208010673522948,81.46
200,s10_n400,medium,8,20260709,10,400,0.27911687895988363,31,3.8641839027404785,0.019320919513702392,81.48
20,s10_n400,medium,9,20260710,10,400,0.2639243875613858,11,0.3765075206756592,0.01882537603378296,78.25
50,s10_n400,medium,9,20260710,10,400,0.26341169672165055,18,0.9049580097198486,0.018099160194396974,77.96
100,s10_n400,medium,9,20260710,10,400,0.2664206077153068,23,1.8457307815551758,0.018457307815551757,78.01
150,s10_n400,medium,9,20260710,10,400,0.2665324770204073,25,2.841620445251465,0.01894413630167643,78.04
200,s10_n400,medium,9,20260710,10,400,0.2664350360456553,30,3.7311177253723145,0.018655588626861574,78.035
20,s15_n400,large,0,20260701,15,400,0.3606798719808384,14,0.6227061748504639,0.031135308742523193,107.55
50,s15_n400,large,0,20260701,15,400,0.36252562935434984,18,1.6194181442260742,0.03238836288452149,107.3
100,s15_n400,large,0,20260701,15,400,0.36675959261813346,27,3.2503645420074463,0.032503645420074466,107.37
150,s15_n400,large,0,20260701,15,400,0.3660220581679936,30,4.961341857910156,0.03307561238606771,107.32
200,s15_n400,large,0,20260701,15,400,0.3679813842867813,28,6.259451866149902,0.03129725933074951,107.34
20,s15_n400,large,1,20260702,15,400,0.3555435665486171,15,0.6824076175689697,0.034120380878448486,110.9
50,s15_n400,large,1,20260702,15,400,0.36356636039258733,21,1.649848222732544,0.032996964454650876,110.74
100,s15_n400,large,1,20260702,15,400,0.3677830228703119,26,3.3932390213012695,0.0339323902130127,110.85
150,s15_n400,large,1,20260702,15,400,0.3652406026594452,28,5.136062860488892,0.03424041906992594,110.82666666666667
200,s15_n400,large,1,20260702,15,400,0.36799012474871423,31,6.310311555862427,0.03155155777931214,110.88
20,s15_n400,large,2,20260703,15,400,0.368590997093383,14,0.699505090713501,0.03497525453567505,111.4
50,s15_n400,large,2,20260703,15,400,0.3757409963453451,21,1.65114426612854,0.0330228853225708,111.58
100,s15_n400,large,2,20260703,15,400,0.3788761997093734,33,3.415919065475464,0.03415919065475464,111.57
150,s15_n400,large,2,20260703,15,400,0.3785642962545402,35,5.1956093311309814,0.03463739554087321,111.66
200,s15_n400,large,2,20260703,15,400,0.3788508315991558,35,6.276720285415649,0.031383601427078245,111.66
20,s15_n400,large,3,20260704,15,400,0.3433491160862575,11,0.6233294010162354,0.031166470050811766,107.95
50,s15_n400,large,3,20260704,15,400,0.3483053598571726,26,1.6540958881378174,0.03308191776275635,107.88
100,s15_n400,large,3,20260704,15,400,0.34775667628818513,35,3.2749745845794678,0.03274974584579468,107.81
150,s15_n400,large,3,20260704,15,400,0.34940239713312127,37,4.961021900177002,0.033073479334513343,107.87333333333333
200,s15_n400,large,3,20260704,15,400,0.35010610960929556,42,6.358440637588501,0.03179220318794251,107.91
20,s15_n400,large,4,20260705,15,400,0.3807734917066863,12,0.6715118885040283,0.033575594425201416,112.1
50,s15_n400,large,4,20260705,15,400,0.3840386410177472,21,1.7136433124542236,0.034272866249084474,111.98
100,s15_n400,large,4,20260705,15,400,0.386840643204195,30,3.326662540435791,0.03326662540435791,111.81
150,s15_n400,large,4,20260705,15,400,0.386453874896314,29,5.124939203262329,0.034166261355082196,111.76666666666667
200,s15_n400,large,4,20260705,15,400,0.387248520789078,29,6.4855029582977295,0.03242751479148865,111.905
20,s15_n400,large,5,20260706,15,400,0.38251115675777064,12,0.6559410095214844,0.032797050476074216,114.75
50,s15_n400,large,5,20260706,15,400,0.38536154712694515,20,1.7416510581970215,0.03483302116394043,115.16
100,s15_n400,large,5,20260706,15,400,0.38671895888414254,29,3.6306052207946777,0.036306052207946776,115.08
150,s15_n400,large,5,20260706,15,400,0.3872052241707731,31,5.316009759902954,0.035440065066019696,115.10666666666667
200,s15_n400,large,5,20260706,15,400,0.38718708877321933,34,6.62066388130188,0.0331033194065094,115.095
20,s15_n400,large,6,20260707,15,400,0.3819166405698625,12,0.6832501888275146,0.034162509441375735,113.6
50,s15_n400,large,6,20260707,15,400,0.38136687148205956,21,1.7475197315216064,0.034950394630432126,113.3
100,s15_n400,large,6,20260707,15,400,0.3823458366496766,28,3.4011600017547607,0.034011600017547605,113.11
150,s15_n400,large,6,20260707,15,400,0.3817394671507646,35,5.331571817398071,0.035543812115987145,113.07333333333334
200,s15_n400,large,6,20260707,15,400,0.384847592153876,40,6.563343524932861,0.03281671762466431,113.15
20,s15_n400,large,7,20260708,15,400,0.39423276581620825,13,0.6569981575012207,0.032849907875061035,112.95
50,s15_n400,large,7,20260708,15,400,0.3982823491291698,22,1.722808599472046,0.03445617198944092,113.3
100,s15_n400,large,7,20260708,15,400,0.3991035900964663,32,3.414921760559082,0.03414921760559082,113.34
150,s15_n400,large,7,20260708,15,400,0.39933880480196604,34,5.291887283325195,0.035279248555501304,113.42
200,s15_n400,large,7,20260708,15,400,0.3996886121206755,41,6.659653186798096,0.033298265933990476,113.48
20,s15_n400,large,8,20260709,15,400,0.3764959737591332,15,0.6620419025421143,0.03310209512710571,113.15
50,s15_n400,large,8,20260709,15,400,0.3787071133083598,27,1.758634090423584,0.03517268180847168,113.16
100,s15_n400,large,8,20260709,15,400,0.379226549085678,31,3.4545998573303223,0.034545998573303226,113.08
150,s15_n400,large,8,20260709,15,400,0.3791869992682712,38,5.212157249450684,0.03474771499633789,112.98666666666666
200,s15_n400,large,8,20260709,15,400,0.37963884054484787,42,6.546740770339966,0.03273370385169983,112.945
20,s15_n400,large,9,20260710,15,400,0.36473586494328625,13,0.6348271369934082,0.03174135684967041,107.6
50,s15_n400,large,9,20260710,15,400,0.3678231707489686,22,1.6313023567199707,0.032626047134399414,107.64
100,s15_n400,large,9,20260710,15,400,0.3687008771037704,34,3.3023295402526855,0.03302329540252685,107.52
150,s15_n400,large,9,20260710,15,400,0.3706161019983168,34,4.990464210510254,0.033269761403401696,107.69333333333333
200,s15_n400,large,9,20260710,15,400,0.3721890725099309,38,6.115571022033691,0.03057785511016846,107.63
20,s20_n600,large,0,20260701,20,600,0.2696932042522837,11,1.1675355434417725,0.058376777172088626,117.4
50,s20_n600,large,0,20260701,20,600,0.27402444097444223,26,2.90170955657959,0.0580341911315918,117.62
100,s20_n600,large,0,20260701,20,600,0.27441768332804933,30,5.422180891036987,0.05422180891036987,117.52
150,s20_n600,large,0,20260701,20,600,0.27479451141506545,38,8.164645671844482,0.054430971145629885,117.47333333333333
200,s20_n600,large,0,20260701,20,600,0.2749124947542357,37,11.012253522872925,0.055061267614364626,117.545
20,s20_n600,large,1,20260702,20,600,0.3469943102036561,13,1.4757611751556396,0.07378805875778198,151.95
50,s20_n600,large,1,20260702,20,600,0.34750183450137545,21,3.839646339416504,0.07679292678833008,152.7
100,s20_n600,large,1,20260702,20,600,0.34895569752284855,32,6.81469464302063,0.0681469464302063,152.39
150,s20_n600,large,1,20260702,20,600,0.3493462573027216,36,10.675590515136719,0.07117060343424479,152.46
200,s20_n600,large,1,20260702,20,600,0.3495813556378023,37,14.047844648361206,0.07023922324180604,152.48
20,s20_n600,large,2,20260703,20,600,0.3148004268954339,14,1.2424232959747314,0.06212116479873657,129.7
50,s20_n600,large,2,20260703,20,600,0.3194605228316093,24,3.1590142250061035,0.06318028450012207,129.72
100,s20_n600,large,2,20260703,20,600,0.319133028414599,32,5.719864368438721,0.05719864368438721,129.75
150,s20_n600,large,2,20260703,20,600,0.3193240542642315,42,9.021584749221802,0.060143898328145345,129.62666666666667
200,s20_n600,large,2,20260703,20,600,0.32019252517171326,39,11.833640098571777,0.05916820049285889,129.72
20,s20_n600,large,3,20260704,20,600,0.3254702129424957,16,1.3843505382537842,0.0692175269126892,143.3
50,s20_n600,large,3,20260704,20,600,0.3237234920718871,27,3.5736451148986816,0.07147290229797364,143.56
100,s20_n600,large,3,20260704,20,600,0.3278279276865057,27,6.405173063278198,0.06405173063278198,143.46
150,s20_n600,large,3,20260704,20,600,0.329701099403522,42,9.725110054016113,0.06483406702677409,143.68
200,s20_n600,large,3,20260704,20,600,0.32911283703609384,44,13.104872465133667,0.06552436232566833,143.625
20,s20_n600,large,4,20260705,20,600,0.3230970976074539,13,1.3587369918823242,0.06793684959411621,138.8
50,s20_n600,large,4,20260705,20,600,0.3213622343279985,23,3.4186882972717285,0.06837376594543457,138.94
100,s20_n600,large,4,20260705,20,600,0.32502497911264217,35,6.148300409317017,0.06148300409317017,138.95
150,s20_n600,large,4,20260705,20,600,0.3247189982242956,45,9.533247470855713,0.06355498313903808,138.96
200,s20_n600,large,4,20260705,20,600,0.32552978698202173,39,12.896828174591064,0.06448414087295533,138.995
20,s20_n600,large,5,20260706,20,600,0.3284920349838665,13,1.325826644897461,0.06629133224487305,138.15
50,s20_n600,large,5,20260706,20,600,0.33163481090381824,20,3.397951126098633,0.06795902252197265,138.02
100,s20_n600,large,5,20260706,20,600,0.3331102886912345,28,6.135514736175537,0.061355147361755374,138.46
150,s20_n600,large,5,20260706,20,600,0.3338659981802504,38,9.400023698806763,0.06266682465871175,138.44
200,s20_n600,large,5,20260706,20,600,0.3338093047420302,42,12.708836078643799,0.06354418039321899,138.43
20,s20_n600,large,6,20260707,20,600,0.2663134863866,12,1.128016710281372,0.056400835514068604,116.95
50,s20_n600,large,6,20260707,20,600,0.26825614858425817,22,2.8578336238861084,0.057156672477722166,117.28
100,s20_n600,large,6,20260707,20,600,0.2704950091595233,38,5.253654956817627,0.05253654956817627,117.1
150,s20_n600,large,6,20260707,20,600,0.2712199785136445,36,8.009777069091797,0.053398513793945314,117.12666666666667
200,s20_n600,large,6,20260707,20,600,0.27091151801884694,39,10.814014196395874,0.05407007098197937,117.075
20,s20_n600,large,7,20260708,20,600,0.30671050867419203,15,1.329746961593628,0.0664873480796814,137.9
50,s20_n600,large,7,20260708,20,600,0.3091012237908767,25,3.4407248497009277,0.06881449699401855,137.96
100,s20_n600,large,7,20260708,20,600,0.3101796005623776,39,6.190139055252075,0.06190139055252075,138.28
150,s20_n600,large,7,20260708,20,600,0.3109118811858954,36,9.68152117729187,0.06454347451527913,138.26
200,s20_n600,large,7,20260708,20,600,0.31161014753061017,46,12.762166976928711,0.06381083488464355,138.265
20,s20_n600,large,8,20260709,20,600,0.30667002442557745,13,1.2749547958374023,0.06374773979187012,131.6
50,s20_n600,large,8,20260709,20,600,0.30833914000296336,23,3.248077869415283,0.06496155738830567,131.02
100,s20_n600,large,8,20260709,20,600,0.308930233096516,34,6.01620078086853,0.0601620078086853,131.15
150,s20_n600,large,8,20260709,20,600,0.31018673426332743,33,9.112572431564331,0.060750482877095544,131.04
200,s20_n600,large,8,20260709,20,600,0.31102801344196707,32,12.061266899108887,0.060306334495544435,131.08
20,s20_n600,large,9,20260710,20,600,0.23757879150791117,13,1.009270191192627,0.050463509559631345,104.8
50,s20_n600,large,9,20260710,20,600,0.2426724015489975,30,2.5588388442993164,0.051176776885986326,105.06
100,s20_n600,large,9,20260710,20,600,0.24453152497321495,33,4.800403118133545,0.04800403118133545,104.82
150,s20_n600,large,9,20260710,20,600,0.24539822865893782,42,7.208927869796753,0.048059519131978354,104.88666666666667
200,s20_n600,large,9,20260710,20,600,0.2450294364656747,48,9.807649850845337,0.04903824925422669,104.865
20,s20_n800,large,0,20260701,20,800,0.2363169150816267,14,1.591167688369751,0.07955838441848755,131.2
50,s20_n800,large,0,20260701,20,800,0.2379653796846251,27,3.979471206665039,0.07958942413330078,130.7
100,s20_n800,large,0,20260701,20,800,0.23882200646948837,37,7.361989498138428,0.07361989498138427,130.87
150,s20_n800,large,0,20260701,20,800,0.23932874893935951,43,10.993001937866211,0.07328667958577474,130.83333333333334
200,s20_n800,large,0,20260701,20,800,0.23961549496162318,51,15.187889575958252,0.07593944787979126,130.87
20,s20_n800,large,1,20260702,20,800,0.22073401596978942,13,1.522362232208252,0.0761181116104126,122.75
50,s20_n800,large,1,20260702,20,800,0.22237536426135654,26,4.115650653839111,0.08231301307678222,122.62
100,s20_n800,large,1,20260702,20,800,0.22383452642315535,39,8.134857416152954,0.08134857416152955,122.56
150,s20_n800,large,1,20260702,20,800,0.2256836093791335,37,12.057628631591797,0.08038419087727865,122.55333333333333
200,s20_n800,large,1,20260702,20,800,0.22574658005732337,42,16.019668340682983,0.08009834170341491,122.55
20,s20_n800,large,2,20260703,20,800,0.22606659542524649,12,1.7699079513549805,0.08849539756774902,124.4
50,s20_n800,large,2,20260703,20,800,0.2275857869537695,27,4.450983285903931,0.08901966571807861,124.36
100,s20_n800,large,2,20260703,20,800,0.22830479215234586,37,7.894806861877441,0.07894806861877442,124.32
150,s20_n800,large,2,20260703,20,800,0.22888638158226873,43,12.45789885520935,0.083052659034729,124.30666666666667
200,s20_n800,large,2,20260703,20,800,0.22915791516194617,45,15.984190464019775,0.07992095232009888,124.25
20,s20_n800,large,3,20260704,20,800,0.24849991627860246,12,1.8722832202911377,0.09361416101455688,137.0
50,s20_n800,large,3,20260704,20,800,0.2543896100552849,26,4.939672470092773,0.09879344940185547,137.28
100,s20_n800,large,3,20260704,20,800,0.2543589277201991,34,8.830127954483032,0.08830127954483032,137.26
150,s20_n800,large,3,20260704,20,800,0.2569798806607966,37,13.410585880279541,0.08940390586853027,137.26666666666668
200,s20_n800,large,3,20260704,20,800,0.256516125919911,46,17.784676790237427,0.08892338395118714,137.345
20,s20_n800,large,4,20260705,20,800,0.24860076536994652,15,1.9437870979309082,0.09718935489654541,136.65
50,s20_n800,large,4,20260705,20,800,0.25068741684101975,26,4.802830696105957,0.09605661392211914,136.72
100,s20_n800,large,4,20260705,20,800,0.2510409027730704,37,8.858097076416016,0.08858097076416016,136.36
150,s20_n800,large,4,20260705,20,800,0.25199325011273155,50,13.060855627059937,0.08707237084706625,136.30666666666667
200,s20_n800,large,4,20260705,20,800,0.2517282077920927,49,18.17113757133484,0.0908556878566742,136.425
20,s20_n800,large,5,20260706,20,800,0.19030742935731743,13,1.4241347312927246,0.07120673656463623,99.1
50,s20_n800,large,5,20260706,20,800,0.1931249305298595,29,3.5786120891571045,0.07157224178314209,98.9
100,s20_n800,large,5,20260706,20,800,0.192607772207937,40,6.312139987945557,0.06312139987945557,98.88
150,s20_n800,large,5,20260706,20,800,0.19301557952057816,44,9.313560724258423,0.062090404828389484,98.83333333333333
200,s20_n800,large,5,20260706,20,800,0.19504615617618573,50,13.006656885147095,0.06503328442573547,98.82
20,s20_n800,large,6,20260707,20,800,0.22848767248192867,14,1.9072296619415283,0.09536148309707641,127.2
50,s20_n800,large,6,20260707,20,800,0.23175383739439287,24,4.637833595275879,0.09275667190551758,127.7
100,s20_n800,large,6,20260707,20,800,0.23343771833730875,43,8.000728845596313,0.08000728845596314,127.38
150,s20_n800,large,6,20260707,20,800,0.2337898389039477,47,12.291867733001709,0.08194578488667806,127.27333333333333
200,s20_n800,large,6,20260707,20,800,0.23478214327392155,49,16.790818214416504,0.08395409107208252,127.365
20,s20_n800,large,7,20260708,20,800,0.22719841399374402,12,1.7740113735198975,0.08870056867599488,123.15
50,s20_n800,large,7,20260708,20,800,0.23079539125832169,24,4.399395942687988,0.08798791885375977,123.02
100,s20_n800,large,7,20260708,20,800,0.2322440588334809,33,7.8182103633880615,0.07818210363388062,122.99
150,s20_n800,large,7,20260708,20,800,0.23250230195836513,37,11.5786452293396,0.07719096819559733,122.94666666666667
200,s20_n800,large,7,20260708,20,800,0.23262837717820736,39,16.027633666992188,0.08013816833496094,122.81
20,s20_n800,large,8,20260709,20,800,0.23995949848345108,16,1.935838222503662,0.09679191112518311,136.35
50,s20_n800,large,8,20260709,20,800,0.24286372539880796,26,4.7881920337677,0.095763840675354,136.16
100,s20_n800,large,8,20260709,20,800,0.24394415532581826,35,8.57288384437561,0.0857288384437561,136.05
150,s20_n800,large,8,20260709,20,800,0.24296412534993075,47,12.97068166732788,0.08647121111551921,136.08
200,s20_n800,large,8,20260709,20,800,0.2443590762109843,43,17.922181844711304,0.08961090922355652,135.935
20,s20_n800,large,9,20260710,20,800,0.24860076536994652,15,1.8990800380706787,0.09495400190353394,136.65
50,s20_n800,large,9,20260710,20,800,0.25068741684101975,26,4.72932243347168,0.0945864486694336,136.72
100,s20_n800,large,9,20260710,20,800,0.2510409027730704,37,8.621166944503784,0.08621166944503784,136.36
150,s20_n800,large,9,20260710,20,800,0.25199325011273155,50,13.002034187316895,0.08668022791544597,136.30666666666667
200,s20_n800,large,9,20260710,20,800,0.2517282077920927,49,17.987393856048584,0.08993696928024292,136.425
