inst_idx,scale,instance_idx,seed,file,method,front_type,point_idx,f1,f2
,s8_n200,2,20260701,,KDPCS,union_ref_nd,10,0.34746298766933353,0.8519936422623601
,s8_n200,2,20260701,,KDPCS,union_ref_nd,11,0.3748873802510133,0.8039495784094154
,s8_n200,2,20260701,,KDPCS,union_ref_nd,12,0.3886086509868844,0.6058439252298551
,s8_n200,2,20260701,,KDPCS,union_ref_nd,13,0.3980696670741071,0.5331801140328147
,s8_n200,2,20260701,,KDPCS,union_ref_nd,14,0.40215695452707095,0.520118442245842
,s8_n300,2,20260701,,KDPCS,all,0,0.2989976095540344,0.5625265230909294
,s8_n300,2,20260701,,KDPCS,all,1,0.3043055987413789,0.5625265230909294
,s8_n300,2,20260701,,KDPCS,all,2,0.3077363083072961,0.5930801585835778
,s8_n300,2,20260701,,KDPCS,all,3,0.30849353829117854,0.5930801585835778
,s8_n300,2,20260701,,KDPCS,all,4,0.30849353829117854,0.5930801585835778
,s8_n300,2,20260701,,KDPCS,all,5,0.3100321057322418,0.6603940304320033
,s8_n300,2,20260701,,KDPCS,all,6,0.29977718214405114,0.7526603139453163
,s8_n300,2,20260701,,KDPCS,all,7,0.3039564757508299,0.7719086880726944
,s8_n300,2,20260701,,KDPCS,all,8,0.28646676995299497,0.7851319442050173
,s8_n300,2,20260701,,KDPCS,all,9,0.28169626245765034,0.8209743099888978
,s8_n300,2,20260701,,KDPCS,all,10,0.2811259064172024,0.8209743099888978
,s8_n300,2,20260701,,KDPCS,all,11,0.2660107915797377,0.8568693989562934
,s8_n300,2,20260701,,KDPCS,all,12,0.2541846088394704,0.8693965505670708
,s8_n300,2,20260701,,KDPCS,all,13,0.2537262439605206,0.8804653554209358
,s8_n300,2,20260701,,KDPCS,all,14,0.2547373726008757,0.8873566257134302
,s8_n300,2,20260701,,KDPCS,all,15,0.23671086748420883,0.926280312980398
,s8_n300,2,20260701,,KDPCS,all,16,0.24436131654944585,0.9137531613696208
,s8_n300,2,20260701,,KDPCS,all,17,0.23759336659557584,0.926280312980398
,s8_n300,2,20260701,,KDPCS,all,18,0.23759336659557584,0.926280312980398
,s8_n300,2,20260701,,KDPCS,all,19,0.22387096966437536,0.9290039776882552
,s8_n300,2,20260701,,KDPCS,all,20,0.2152059666085031,0.9390838282358519
,s8_n300,2,20260701,,KDPCS,all,21,0.20326490926572288,0.9690959061561035
,s8_n300,2,20260701,,KDPCS,all,22,0.19891004562387016,0.9778089134286414
,s8_n300,2,20260701,,KDPCS,all,23,0.19891004562387016,0.9778089134286414
,s8_n300,2,20260701,,KDPCS,all,24,0.1924494498207938,0.9654361507164837
,s8_n300,2,20260701,,KDPCS,all,25,0.18641079582374437,0.9848057628083781
,s8_n300,2,20260701,,KDPCS,all,26,0.18641079582374437,0.9848057628083781
,s8_n300,2,20260701,,KDPCS,all,27,0.18567264035466693,0.9848057628083781
,s8_n300,2,20260701,,KDPCS,all,28,0.18567264035466693,0.9848057628083781
,s8_n300,2,20260701,,KDPCS,all,29,0.18567264035466693,0.9848057628083781
,s8_n300,2,20260701,,KDPCS,all,30,0.18602691942982688,0.9848057628083781
,s8_n300,2,20260701,,KDPCS,all,31,0.18602691942982688,0.9848057628083781
,s8_n300,2,20260701,,KDPCS,all,32,0.18602691942982694,0.9848057628083783
,s8_n300,2,20260701,,KDPCS,all,33,0.17742880097936797,0.9892457735704694
,s8_n300,2,20260701,,KDPCS,all,34,0.1649704364245466,0.97089039120386
,s8_n300,2,20260701,,KDPCS,all,35,0.1721079362616936,0.9912634911964376
,s8_n300,2,20260701,,KDPCS,all,36,0.17210793626169357,0.9912634911964374
,s8_n300,2,20260701,,KDPCS,all,37,0.1557480952231954,0.9756618342285246
,s8_n300,2,20260701,,KDPCS,all,38,0.15870298498686497,0.9955599892379086
,s8_n300,2,20260701,,KDPCS,all,39,0.15870298498686497,0.9955599892379086
,s8_n300,2,20260701,,KDPCS,all,40,0.15565743823407482,0.9749344425618987
,s8_n300,2,20260701,,KDPCS,all,41,0.15272267580145038,0.9552887342359471
,s8_n300,2,20260701,,KDPCS,all,42,0.15272267580145038,0.9552887342359471
,s8_n300,2,20260701,,KDPCS,all,43,0.15272267580145038,0.9552887342359471
,s8_n300,2,20260701,,KDPCS,all,44,0.15272267580145038,0.9552887342359471
,s8_n300,2,20260701,,KDPCS,all,45,0.15272267580145038,0.9552887342359471
,s8_n300,2,20260701,,KDPCS,all,46,0.1527226758014504,0.9552887342359473
,s8_n300,2,20260701,,KDPCS,all,47,0.16109475732450806,0.975805346949145
,s8_n300,2,20260701,,KDPCS,all,48,0.16109475732450804,0.9758053469491448
,s8_n300,2,20260701,,KDPCS,all,49,0.16346457480850438,0.9957035019585289
,s8_n300,2,20260701,,KDPCS,nd,0,0.16346457480850438,0.9957035019585289
,s8_n300,2,20260701,,KDPCS,nd,1,0.1721079362616936,0.9912634911964376
,s8_n300,2,20260701,,KDPCS,nd,2,0.17742880097936797,0.9892457735704694
,s8_n300,2,20260701,,KDPCS,nd,3,0.18641079582374437,0.9848057628083781
,s8_n300,2,20260701,,KDPCS,nd,4,0.19891004562387016,0.9778089134286414
,s8_n300,2,20260701,,KDPCS,nd,5,0.20326490926572288,0.9690959061561035
,s8_n300,2,20260701,,KDPCS,nd,6,0.2152059666085031,0.9390838282358519
,s8_n300,2,20260701,,KDPCS,nd,7,0.22387096966437536,0.9290039776882552
,s8_n300,2,20260701,,KDPCS,nd,8,0.23759336659557584,0.926280312980398
,s8_n300,2,20260701,,KDPCS,nd,9,0.24436131654944585,0.9137531613696208
,s8_n300,2,20260701,,KDPCS,nd,10,0.2547373726008757,0.8873566257134302
,s8_n300,2,20260701,,KDPCS,nd,11,0.2660107915797377,0.8568693989562934
,s8_n300,2,20260701,,KDPCS,nd,12,0.28169626245765034,0.8209743099888978
,s8_n300,2,20260701,,KDPCS,nd,13,0.28646676995299497,0.7851319442050173
,s8_n300,2,20260701,,KDPCS,nd,14,0.3039564757508299,0.7719086880726944
,s8_n300,2,20260701,,KDPCS,nd,15,0.3100321057322418,0.6603940304320033
,s8_n300,2,20260701,,KDPCS,union_ref_nd,0,0.16346457480850438,0.9957035019585289
,s8_n300,2,20260701,,KDPCS,union_ref_nd,1,0.1721079362616936,0.9912634911964376
,s8_n300,2,20260701,,KDPCS,union_ref_nd,2,0.17742880097936797,0.9892457735704694
,s8_n300,2,20260701,,KDPCS,union_ref_nd,3,0.18641079582374437,0.9848057628083781
,s8_n300,2,20260701,,KDPCS,union_ref_nd,4,0.19891004562387016,0.9778089134286414
,s8_n300,2,20260701,,KDPCS,union_ref_nd,5,0.20326490926572288,0.9690959061561035
,s8_n300,2,20260701,,KDPCS,union_ref_nd,6,0.2152059666085031,0.9390838282358519
,s8_n300,2,20260701,,KDPCS,union_ref_nd,7,0.22387096966437536,0.9290039776882552
,s8_n300,2,20260701,,KDPCS,union_ref_nd,8,0.23759336659557584,0.926280312980398
,s8_n300,2,20260701,,KDPCS,union_ref_nd,9,0.24436131654944585,0.9137531613696208
,s8_n300,2,20260701,,KDPCS,union_ref_nd,10,0.2547373726008757,0.8873566257134302
,s8_n300,2,20260701,,KDPCS,union_ref_nd,11,0.2660107915797377,0.8568693989562934
,s8_n300,2,20260701,,KDPCS,union_ref_nd,12,0.28169626245765034,0.8209743099888978
,s8_n300,2,20260701,,KDPCS,union_ref_nd,13,0.28646676995299497,0.7851319442050173
,s8_n300,2,20260701,,KDPCS,union_ref_nd,14,0.3039564757508299,0.7719086880726944
,s8_n300,2,20260701,,KDPCS,union_ref_nd,15,0.3100321057322418,0.6603940304320033
,s8_n400,2,20260701,,KDPCS,all,0,0.24019504430752633,0.5269454640203646
,s8_n400,2,20260701,,KDPCS,all,1,0.2375787194468319,0.5432680807108138
,s8_n400,2,20260701,,KDPCS,all,2,0.24504602049812466,0.5664005580768208
,s8_n400,2,20260701,,KDPCS,all,3,0.24735706371394062,0.5892854203290265
,s8_n400,2,20260701,,KDPCS,all,4,0.24735706371394062,0.5892854203290265
,s8_n400,2,20260701,,KDPCS,all,5,0.24199521130206883,0.6341372515358319
,s8_n400,2,20260701,,KDPCS,all,6,0.24098022710018457,0.7570538136549273
,s8_n400,2,20260701,,KDPCS,all,7,0.2269426135102017,0.8086672048618526
,s8_n400,2,20260701,,KDPCS,all,8,0.218527803941098,0.8574737202457626
,s8_n400,2,20260701,,KDPCS,all,9,0.21824034501601,0.8574737202457628
,s8_n400,2,20260701,,KDPCS,all,10,0.22019473404264828,0.840766990986738
,s8_n400,2,20260701,,KDPCS,all,11,0.2048597553284447,0.9002890577761319
,s8_n400,2,20260701,,KDPCS,all,12,0.20091406938764034,0.9074767751295958
,s8_n400,2,20260701,,KDPCS,all,13,0.18809562702948562,0.9288358125631944
,s8_n400,2,20260701,,KDPCS,all,14,0.1841266962815939,0.9381826896498179
,s8_n400,2,20260701,,KDPCS,all,15,0.18461589687141644,0.9385495936781937
,s8_n400,2,20260701,,KDPCS,all,16,0.18306302775623287,0.9475455351130805
,s8_n400,2,20260701,,KDPCS,all,17,0.18306302775623284,0.9475455351130804
,s8_n400,2,20260701,,KDPCS,all,18,0.17296193868729556,0.9734165704228651
,s8_n400,2,20260701,,KDPCS,all,19,0.17460844656794758,0.950756401195803
,s8_n400,2,20260701,,KDPCS,all,20,0.16429867625721734,0.9724222795465132
,s8_n400,2,20260701,,KDPCS,all,21,0.1622712969384363,0.9814182209813999
,s8_n400,2,20260701,,KDPCS,all,22,0.16796141620178384,0.9734165704228657
,s8_n400,2,20260701,,KDPCS,all,23,0.16538549132608418,0.9734165704228657
,s8_n400,2,20260701,,KDPCS,all,24,0.15630088442096599,0.9415126254826203
,s8_n400,2,20260701,,KDPCS,all,25,0.15158869088117538,0.9870576569618884
,s8_n400,2,20260701,,KDPCS,all,26,0.15158869088117538,0.9870576569618884
,s8_n400,2,20260701,,KDPCS,all,27,0.15158869088117538,0.9870576569618884
,s8_n400,2,20260701,,KDPCS,all,28,0.15158869088117538,0.9870576569618884
,s8_n400,2,20260701,,KDPCS,all,29,0.15158869088117538,0.9870576569618884
,s8_n400,2,20260701,,KDPCS,all,30,0.14732114607555116,0.9524159145834069
,s8_n400,2,20260701,,KDPCS,all,31,0.14732114607555116,0.9524159145834069
,s8_n400,2,20260701,,KDPCS,all,32,0.13993647609446486,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,33,0.13993647609446486,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,34,0.1491092810076913,0.9476614068232827
,s8_n400,2,20260701,,KDPCS,all,35,0.14439745209015578,0.9687522004527357
,s8_n400,2,20260701,,KDPCS,all,36,0.1414820268110391,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,37,0.1455397730851388,0.9591741738665155
,s8_n400,2,20260701,,KDPCS,all,38,0.14391443397441284,0.9532913231366943
,s8_n400,2,20260701,,KDPCS,all,39,0.13957602846686706,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,40,0.13957602846686706,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,41,0.13957602846686706,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,42,0.13957602846686706,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,43,0.13957602846686706,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,44,0.13957602846686706,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,45,0.14391443397441284,0.9532913231366943
,s8_n400,2,20260701,,KDPCS,all,46,0.13957602846686706,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,47,0.13957602846686706,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,48,0.13957602846686706,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,all,49,0.13957602846686706,0.9725124173365078
,s8_n400,2,20260701,,KDPCS,nd,0,0.15158869088117538,0.9870576569618884
,s8_n400,2,20260701,,KDPCS,nd,1,0.1622712969384363,0.9814182209813999
,s8_n400,2,20260701,,KDPCS,nd,2,0.17296193868729556,0.9734165704228651
,s8_n400,2,20260701,,KDPCS,nd,3,0.17460844656794758,0.950756401195803
,s8_n400,2,20260701,,KDPCS,nd,4,0.18306302775623287,0.9475455351130805
,s8_n400,2,20260701,,KDPCS,nd,5,0.18461589687141644,0.9385495936781937
,s8_n400,2,20260701,,KDPCS,nd,6,0.18809562702948562,0.9288358125631944
,s8_n400,2,20260701,,KDPCS,nd,7,0.20091406938764034,0.9074767751295958
,s8_n400,2,20260701,,KDPCS,nd,8,0.2048597553284447,0.9002890577761319
,s8_n400,2,20260701,,KDPCS,nd,9,0.218527803941098,0.8574737202457626
,s8_n400,2,20260701,,KDPCS,nd,10,0.22019473404264828,0.840766990986738
,s8_n400,2,20260701,,KDPCS,nd,11,0.2269426135102017,0.8086672048618526
,s8_n400,2,20260701,,KDPCS,nd,12,0.24098022710018457,0.7570538136549273
,s8_n400,2,20260701,,KDPCS,nd,13,0.24199521130206883,0.6341372515358319
,s8_n400,2,20260701,,KDPCS,nd,14,0.24735706371394062,0.5892854203290265
,s8_n400,2,20260701,,KDPCS,union_ref_nd,0,0.15158869088117538,0.9870576569618884
,s8_n400,2,20260701,,KDPCS,union_ref_nd,1,0.1622712969384363,0.9814182209813999
,s8_n400,2,20260701,,KDPCS,union_ref_nd,2,0.17296193868729556,0.9734165704228651
,s8_n400,2,20260701,,KDPCS,union_ref_nd,3,0.17460844656794758,0.950756401195803
,s8_n400,2,20260701,,KDPCS,union_ref_nd,4,0.18306302775623287,0.9475455351130805
,s8_n400,2,20260701,,KDPCS,union_ref_nd,5,0.18461589687141644,0.9385495936781937
,s8_n400,2,20260701,,KDPCS,union_ref_nd,6,0.18809562702948562,0.9288358125631944
,s8_n400,2,20260701,,KDPCS,union_ref_nd,7,0.20091406938764034,0.9074767751295958
,s8_n400,2,20260701,,KDPCS,union_ref_nd,8,0.2048597553284447,0.9002890577761319
,s8_n400,2,20260701,,KDPCS,union_ref_nd,9,0.218527803941098,0.8574737202457626
,s8_n400,2,20260701,,KDPCS,union_ref_nd,10,0.22019473404264828,0.840766990986738
,s8_n400,2,20260701,,KDPCS,union_ref_nd,11,0.2269426135102017,0.8086672048618526
,s8_n400,2,20260701,,KDPCS,union_ref_nd,12,0.24098022710018457,0.7570538136549273
,s8_n400,2,20260701,,KDPCS,union_ref_nd,13,0.24199521130206883,0.6341372515358319
,s8_n400,2,20260701,,KDPCS,union_ref_nd,14,0.24735706371394062,0.5892854203290265
,s10_n200,2,20260701,,KDPCS,all,0,0.49128226905891453,0.6310940841182273
,s10_n200,2,20260701,,KDPCS,all,1,0.48911485923618186,0.6310940841182273
,s10_n200,2,20260701,,KDPCS,all,2,0.48468165326628626,0.6902263504049436
,s10_n200,2,20260701,,KDPCS,all,3,0.48468165326628626,0.6902263504049436
,s10_n200,2,20260701,,KDPCS,all,4,0.48538638865309164,0.6902263504049436
,s10_n200,2,20260701,,KDPCS,all,5,0.48602631701907767,0.6858427983930199
,s10_n200,2,20260701,,KDPCS,all,6,0.4788605839524787,0.7370960993438017
,s10_n200,2,20260701,,KDPCS,all,7,0.47488879752534463,0.8001886516123319
,s10_n200,2,20260701,,KDPCS,all,8,0.4613948364965975,0.8341596262327063
,s10_n200,2,20260701,,KDPCS,all,9,0.44002689524577415,0.8684010986505646
,s10_n200,2,20260701,,KDPCS,all,10,0.44002689524577415,0.8684010986505646
,s10_n200,2,20260701,,KDPCS,all,11,0.4116072085128753,0.9091406347654178
,s10_n200,2,20260701,,KDPCS,all,12,0.4116072085128752,0.9091406347654178
,s10_n200,2,20260701,,KDPCS,all,13,0.42192770896647674,0.913764466662737
,s10_n200,2,20260701,,KDPCS,all,14,0.4062759195267708,0.9356923633982707
,s10_n200,2,20260701,,KDPCS,all,15,0.38985339108022526,0.9185452933066944
,s10_n200,2,20260701,,KDPCS,all,16,0.3991175444425637,0.9356923633982707
,s10_n200,2,20260701,,KDPCS,all,17,0.3991175444425637,0.9356923633982707
,s10_n200,2,20260701,,KDPCS,all,18,0.3974039579263699,0.9185452933066945
,s10_n200,2,20260701,,KDPCS,all,19,0.3990706893265467,0.94235901817429
,s10_n200,2,20260701,,KDPCS,all,20,0.3990706893265467,0.94235901817429
,s10_n200,2,20260701,,KDPCS,all,21,0.39789597502646334,0.944027590266038
,s10_n200,2,20260701,,KDPCS,all,22,0.39670979616857366,0.95234815498331
,s10_n200,2,20260701,,KDPCS,all,23,0.39670979616857366,0.95234815498331
,s10_n200,2,20260701,,KDPCS,all,24,0.3953797163300449,0.935201084891734
,s10_n200,2,20260701,,KDPCS,all,25,0.38546138551415376,0.9608711921550159
,s10_n200,2,20260701,,KDPCS,all,26,0.38546138551415376,0.9608711921550159
,s10_n200,2,20260701,,KDPCS,all,27,0.38838821839746956,0.9649771191755896
,s10_n200,2,20260701,,KDPCS,all,28,0.38838821839746956,0.9649771191755896
,s10_n200,2,20260701,,KDPCS,all,29,0.39492369423904994,0.9435263289165955
,s10_n200,2,20260701,,KDPCS,all,30,0.3616608945562849,0.9288542840160334
,s10_n200,2,20260701,,KDPCS,all,31,0.37194443015135414,0.9502166771734214
,s10_n200,2,20260701,,KDPCS,all,32,0.3833715132009709,0.9343242878078497
,s10_n200,2,20260701,,KDPCS,all,33,0.38136535810745414,0.9343242878078498
,s10_n200,2,20260701,,KDPCS,all,34,0.38136535810745414,0.9343242878078498
,s10_n200,2,20260701,,KDPCS,all,35,0.369391925469808,0.9182752165764162
,s10_n200,2,20260701,,KDPCS,all,36,0.361033038548527,0.9201903710535498
,s10_n200,2,20260701,,KDPCS,all,37,0.361033038548527,0.9201903710535498
,s10_n200,2,20260701,,KDPCS,all,38,0.361033038548527,0.9201903710535498
,s10_n200,2,20260701,,KDPCS,all,39,0.361033038548527,0.9201903710535498
,s10_n200,2,20260701,,KDPCS,all,40,0.35017563104214083,0.9041412998221158
,s10_n200,2,20260701,,KDPCS,all,41,0.34907335648127324,0.9041412998221158
,s10_n200,2,20260701,,KDPCS,all,42,0.34907335648127324,0.9041412998221158
,s10_n200,2,20260701,,KDPCS,all,43,0.34199527230823945,0.9010828469050541
,s10_n200,2,20260701,,KDPCS,all,44,0.34199527230823945,0.9010828469050541
,s10_n200,2,20260701,,KDPCS,all,45,0.34144045697230085,0.8992860410418506
,s10_n200,2,20260701,,KDPCS,all,46,0.3428071069118934,0.923901970209311
,s10_n200,2,20260701,,KDPCS,all,47,0.3428071069118934,0.923901970209311
,s10_n200,2,20260701,,KDPCS,all,48,0.34803558250604694,0.9251952507560676
,s10_n200,2,20260701,,KDPCS,all,49,0.34803558250604694,0.9251952507560676
,s10_n200,2,20260701,,KDPCS,nd,0,0.38838821839746956,0.9649771191755896
,s10_n200,2,20260701,,KDPCS,nd,1,0.39670979616857366,0.95234815498331
,s10_n200,2,20260701,,KDPCS,nd,2,0.39789597502646334,0.944027590266038
,s10_n200,2,20260701,,KDPCS,nd,3,0.3990706893265467,0.94235901817429
,s10_n200,2,20260701,,KDPCS,nd,4,0.4062759195267708,0.9356923633982707
,s10_n200,2,20260701,,KDPCS,nd,5,0.42192770896647674,0.913764466662737
,s10_n200,2,20260701,,KDPCS,nd,6,0.44002689524577415,0.8684010986505646
,s10_n200,2,20260701,,KDPCS,nd,7,0.4613948364965975,0.8341596262327063
,s10_n200,2,20260701,,KDPCS,nd,8,0.47488879752534463,0.8001886516123319
,s10_n200,2,20260701,,KDPCS,nd,9,0.4788605839524787,0.7370960993438017
,s10_n200,2,20260701,,KDPCS,nd,10,0.48538638865309164,0.6902263504049436
,s10_n200,2,20260701,,KDPCS,nd,11,0.48602631701907767,0.6858427983930199
,s10_n200,2,20260701,,KDPCS,nd,12,0.49128226905891453,0.6310940841182273
,s10_n200,2,20260701,,KDPCS,union_ref_nd,0,0.38838821839746956,0.9649771191755896
,s10_n200,2,20260701,,KDPCS,union_ref_nd,1,0.39670979616857366,0.95234815498331
,s10_n200,2,20260701,,KDPCS,union_ref_nd,2,0.39789597502646334,0.944027590266038
,s10_n200,2,20260701,,KDPCS,union_ref_nd,3,0.3990706893265467,0.94235901817429
,s10_n200,2,20260701,,KDPCS,union_ref_nd,4,0.4062759195267708,0.9356923633982707
,s10_n200,2,20260701,,KDPCS,union_ref_nd,5,0.42192770896647674,0.913764466662737
,s10_n200,2,20260701,,KDPCS,union_ref_nd,6,0.44002689524577415,0.8684010986505646
,s10_n200,2,20260701,,KDPCS,union_ref_nd,7,0.4613948364965975,0.8341596262327063
,s10_n200,2,20260701,,KDPCS,union_ref_nd,8,0.47488879752534463,0.8001886516123319
,s10_n200,2,20260701,,KDPCS,union_ref_nd,9,0.4788605839524787,0.7370960993438017
,s10_n200,2,20260701,,KDPCS,union_ref_nd,10,0.48538638865309164,0.6902263504049436
,s10_n200,2,20260701,,KDPCS,union_ref_nd,11,0.48602631701907767,0.6858427983930199
,s10_n200,2,20260701,,KDPCS,union_ref_nd,12,0.49128226905891453,0.6310940841182273
,s10_n300,2,20260701,,KDPCS,all,0,0.3386115353409133,0.537780321459484
,s10_n300,2,20260701,,KDPCS,all,1,0.3372174211346407,0.5109908291962545
,s10_n300,2,20260701,,KDPCS,all,2,0.3378259120138748,0.6119157222864726
,s10_n300,2,20260701,,KDPCS,all,3,0.33398867877948357,0.6217424728283374
,s10_n300,2,20260701,,KDPCS,all,4,0.33365866891494017,0.6217424728283374
,s10_n300,2,20260701,,KDPCS,all,5,0.33989473526448855,0.6794224006285036
,s10_n300,2,20260701,,KDPCS,all,6,0.3409547280171929,0.7018052816234719
,s10_n300,2,20260701,,KDPCS,all,7,0.3166035858286049,0.8580525496322589
,s10_n300,2,20260701,,KDPCS,all,8,0.32178548461816175,0.8660106304490375
,s10_n300,2,20260701,,KDPCS,all,9,0.3198427464375904,0.8865838728598605
,s10_n300,2,20260701,,KDPCS,all,10,0.3195742920804336,0.8865838728598605
,s10_n300,2,20260701,,KDPCS,all,11,0.30294101014186764,0.9133997598874269
,s10_n300,2,20260701,,KDPCS,all,12,0.300029702774332,0.9133997598874269
,s10_n300,2,20260701,,KDPCS,all,13,0.2923160899740162,0.9424878301287162
,s10_n300,2,20260701,,KDPCS,all,14,0.2985985251244705,0.9459921459739769
,s10_n300,2,20260701,,KDPCS,all,15,0.2738287887918088,0.9633005115394792
,s10_n300,2,20260701,,KDPCS,all,16,0.2738287887918088,0.9633005115394792
,s10_n300,2,20260701,,KDPCS,all,17,0.2738287887918088,0.9633005115394792
,s10_n300,2,20260701,,KDPCS,all,18,0.2711817150363364,0.9633005115394792
,s10_n300,2,20260701,,KDPCS,all,19,0.27101079077649853,0.963300511539479
,s10_n300,2,20260701,,KDPCS,all,20,0.27101079077649853,0.963300511539479
,s10_n300,2,20260701,,KDPCS,all,21,0.26867129640042753,0.9711578951904923
,s10_n300,2,20260701,,KDPCS,all,22,0.26867129640042753,0.9711578951904923
,s10_n300,2,20260701,,KDPCS,all,23,0.2650584019907073,0.9668048273847399
,s10_n300,2,20260701,,KDPCS,all,24,0.2528886807138227,0.9812346091736569
,s10_n300,2,20260701,,KDPCS,all,25,0.25269663293530253,0.981234609173657
,s10_n300,2,20260701,,KDPCS,all,26,0.2526966329353025,0.9812346091736569
,s10_n300,2,20260701,,KDPCS,all,27,0.25269663293530253,0.981234609173657
,s10_n300,2,20260701,,KDPCS,all,28,0.25269663293530253,0.981234609173657
,s10_n300,2,20260701,,KDPCS,all,29,0.23719475689697098,0.9851305151051768
,s10_n300,2,20260701,,KDPCS,all,30,0.23719475689697098,0.9851305151051768
,s10_n300,2,20260701,,KDPCS,all,31,0.23719475689697098,0.9851305151051768
,s10_n300,2,20260701,,KDPCS,all,32,0.23107183258245603,0.991404470489018
,s10_n300,2,20260701,,KDPCS,all,33,0.23107183258245603,0.991404470489018
,s10_n300,2,20260701,,KDPCS,all,34,0.2238674804744613,0.9971524322548377
,s10_n300,2,20260701,,KDPCS,all,35,0.2238674804744613,0.9971524322548377
,s10_n300,2,20260701,,KDPCS,all,36,0.22429944348133868,0.9796098348111223
,s10_n300,2,20260701,,KDPCS,all,37,0.23009904870564513,0.974621060978721
,s10_n300,2,20260701,,KDPCS,all,38,0.2315152875450382,0.9609833246031719
,s10_n300,2,20260701,,KDPCS,all,39,0.23151528754503825,0.960983324603172
,s10_n300,2,20260701,,KDPCS,all,40,0.23151528754503825,0.960983324603172
,s10_n300,2,20260701,,KDPCS,all,41,0.24130308989693527,0.9719358268273346
,s10_n300,2,20260701,,KDPCS,all,42,0.24130308989693527,0.9719358268273346
,s10_n300,2,20260701,,KDPCS,all,43,0.24130308989693527,0.9719358268273346
,s10_n300,2,20260701,,KDPCS,all,44,0.24130308989693527,0.9719358268273346
,s10_n300,2,20260701,,KDPCS,all,45,0.2414572400660423,0.9719358268273346
,s10_n300,2,20260701,,KDPCS,all,46,0.21951743942321605,0.9971524322548379
,s10_n300,2,20260701,,KDPCS,all,47,0.21848137647855206,0.9971524322548379
,s10_n300,2,20260701,,KDPCS,all,48,0.21848137647855206,0.9971524322548379
,s10_n300,2,20260701,,KDPCS,all,49,0.21848137647855206,0.9971524322548379
,s10_n300,2,20260701,,KDPCS,nd,0,0.2238674804744613,0.9971524322548377
,s10_n300,2,20260701,,KDPCS,nd,1,0.23107183258245603,0.991404470489018
,s10_n300,2,20260701,,KDPCS,nd,2,0.23719475689697098,0.9851305151051768
,s10_n300,2,20260701,,KDPCS,nd,3,0.2528886807138227,0.9812346091736569
,s10_n300,2,20260701,,KDPCS,nd,4,0.26867129640042753,0.9711578951904923
,s10_n300,2,20260701,,KDPCS,nd,5,0.2738287887918088,0.9633005115394792
,s10_n300,2,20260701,,KDPCS,nd,6,0.2985985251244705,0.9459921459739769
,s10_n300,2,20260701,,KDPCS,nd,7,0.30294101014186764,0.9133997598874269
,s10_n300,2,20260701,,KDPCS,nd,8,0.3198427464375904,0.8865838728598605
,s10_n300,2,20260701,,KDPCS,nd,9,0.32178548461816175,0.8660106304490375
,s10_n300,2,20260701,,KDPCS,nd,10,0.3409547280171929,0.7018052816234719
,s10_n300,2,20260701,,KDPCS,union_ref_nd,0,0.2238674804744613,0.9971524322548377
,s10_n300,2,20260701,,KDPCS,union_ref_nd,1,0.23107183258245603,0.991404470489018
,s10_n300,2,20260701,,KDPCS,union_ref_nd,2,0.23719475689697098,0.9851305151051768
,s10_n300,2,20260701,,KDPCS,union_ref_nd,3,0.2528886807138227,0.9812346091736569
,s10_n300,2,20260701,,KDPCS,union_ref_nd,4,0.26867129640042753,0.9711578951904923
,s10_n300,2,20260701,,KDPCS,union_ref_nd,5,0.2738287887918088,0.9633005115394792
,s10_n300,2,20260701,,KDPCS,union_ref_nd,6,0.2985985251244705,0.9459921459739769
,s10_n300,2,20260701,,KDPCS,union_ref_nd,7,0.30294101014186764,0.9133997598874269
,s10_n300,2,20260701,,KDPCS,union_ref_nd,8,0.3198427464375904,0.8865838728598605
,s10_n300,2,20260701,,KDPCS,union_ref_nd,9,0.32178548461816175,0.8660106304490375
,s10_n300,2,20260701,,KDPCS,union_ref_nd,10,0.3409547280171929,0.7018052816234719
,s10_n400,2,20260701,,KDPCS,all,0,0.28237569561410175,0.5292503500472058
,s10_n400,2,20260701,,KDPCS,all,1,0.28454909276798573,0.5292503500472058
,s10_n400,2,20260701,,KDPCS,all,2,0.2847705273086124,0.6138828012814697
,s10_n400,2,20260701,,KDPCS,all,3,0.2857963120364957,0.6321622784289191
,s10_n400,2,20260701,,KDPCS,all,4,0.2857963120364957,0.6321622784289191
,s10_n400,2,20260701,,KDPCS,all,5,0.28438143698642054,0.7535790403401974
,s10_n400,2,20260701,,KDPCS,all,6,0.2685081241580451,0.8123431553043575
,s10_n400,2,20260701,,KDPCS,all,7,0.2604582802398567,0.8413156932872096
